Gene,Non-unique Gene name,Annotation,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1,GCF_000170215.1,GCF_000020745.1,GCF_000022165.1,GCF_000020925.1,GCF_000007545.1,GCF_000020885.1
stgA,stgA,Stg fimbria major subunit StgA,,,,,,,,GEGEGB_03856,
group_2101,,transposase,,,,,LNHIMF_04707,,,,
group_2097,,Phage baseplate assembly protein V,,,,,,,,GEGEGB_03606,
group_2096,,Tail fiber protein,,,,,,,,GEGEGB_01422,
group_2091,,hypothetical protein,ONMMKP_01359,,,,,,,,
group_2089,,hypothetical protein,,,,,,,,,BEJGEH_02751
group_2088,,Phage repressor protein CI,,,PKJKAM_01838,,,,,,
group_2082,,Fimbrial protein,,,,,,,,,BEJGEH_03795
group_2081,,Exodeoxyribonuclease 10,,,,,,,,GEGEGB_04566,
group_2079,,Fimbrial protein,,,,,,,,GEGEGB_00201,
group_2078,,CHAT domain-containing protein,,,,,LNHIMF_03776,,,,
group_2077,,Phage protein,,IKCLMC_00959,,,,,,,
group_2076,,Resolvase/invertase-type recombinase catalytic domain-containing protein,ONMMKP_02967,,,,,,,,
pilP,pilP,type IV pilus biogenesis protein PilP,,,,,,,,GEGEGB_04478,
group_2072,,hypothetical protein,,,,,,,HFCAGB_01088,,
group_2071,,Fumarase E,,,,,LNHIMF_03119,,,,
group_2070,,hypothetical protein,,IKCLMC_02358,,,,,,,
group_2066,,Ash-like/host cell division inhibitor Icd-like protein,,,,,,,,GEGEGB_02789,
group_2065,,S-adenosylmethionine-binding protein,,,PKJKAM_03172,,,,,,
group_2064,,Phage regulatory CII family protein,ONMMKP_04103,,,,,,,,
group_2058,,Fimbrial protein,,,,,,,,,BEJGEH_03793
pilX,pilX,pilus assembly protein PilX,,,,,,,,GEGEGB_04481,
group_2057,,Tail fiber assembly protein,,,,,,,,GEGEGB_03611,
group_2056,,Superinfection exclusion protein B,,,,,,,HFCAGB_02964,,
group_2055,,Fimbrial protein,,,,,LNHIMF_00196,,,,
group_2050,,TIGR02646 family protein,,,,,,,,GEGEGB_03974,
group_2049,,Transposase IS200-like domain-containing protein,,,,,,,,GEGEGB_00423,
group_2048,,Rha family transcriptional regulator,,,,,LNHIMF_00646,,,,
group_2038,,hypothetical protein,,,,,,,,,BEJGEH_01985
brxB,brxB,BREX protein BrxB,,,,,,AJBGEP_04695,,,
group_2037,,hypothetical protein,,,,,LNHIMF_03778,,,,
group_2036,,Phage protein,,IKCLMC_02382,,,,,,,
group_2035,,DUF2612 domain-containing protein,,IKCLMC_00972,,,,,,,
group_2031,,Recombinase,,,,,LNHIMF_00572,,,,
group_2027,ninG,Protein ninG,ONMMKP_00768,,,,,,,,
group_2026,,Fimbrial protein,,,,,,,,,BEJGEH_03794
group_2025,,Transposase,,,,,,,,GEGEGB_04471,
group_2024,,Phage head morphogenesis domain-containing protein,,,,,,,,GEGEGB_01994,
group_2023,,Fimbrial protein,,,,,,,,GEGEGB_00197,
group_2022,,hypothetical protein,,,,,,,HFCAGB_02234,,
brxA,brxA,BREX protein BrxA,,,,,,AJBGEP_04696,,,
group_2021,,Hydrolase,,,,,LNHIMF_04712,,,,
group_2020,,Fimbrial protein,,,,,LNHIMF_00192,,,,
group_2015,,Transcriptional regulator,ONMMKP_02984,,,,,,,,
group_2012,,Glycoside hydrolase family 19 protein,,,,,LNHIMF_02177,,,,
group_2011,,DUF4376 domain-containing protein,,,,ODDLKH_00057,,,,,
group_2010,,Transposon DNA-invertase,,,PKJKAM_04024,,,,,,
group_2008,,Transposon DNA-invertase,ONMMKP_02938,,,,,,,,
group_2005,,hypothetical protein,,,,,,,,GEGEGB_01420,
group_2004,,hypothetical protein,,,,,,AJBGEP_02152,,,
group_1986,,DUF1133 domain-containing protein,,,,,,AJBGEP_02133,,,
group_1985,,Antitermination protein Q,,,,,LNHIMF_00593,,,,
group_1979,,DUF2163 domain-containing protein,ONMMKP_01338,,,,,,,,
group_1977,,hypothetical protein,ONMMKP_00793,,,,,,,,
group_1976,,Nucleotide modification associated domain-containing protein,ONMMKP_00783,,,,,,,,
ecpD2,ecpD2,Pilin chaperone ecpD2,,,,,,,,,BEJGEH_03798
group_1975,,DUF2612 domain-containing protein,,,,,,,HFCAGB_01096,,
group_1974,,Phage repressor protein,,,,,LNHIMF_04272,,,,
group_1967,,Phage protein,,IKCLMC_00950,,,,,,,
group_1963,,S044,ONMMKP_02934,,,,,,,,
group_1962,,hypothetical protein,,,,,LNHIMF_04715,,,,
group_1961,,HTH cro/C1-type domain-containing protein,,,,,LNHIMF_00580,,,,
group_1950,,hypothetical protein,,,,,,,,,BEJGEH_04576
group_1949,,hypothetical protein,,,,,,,,,BEJGEH_04554
group_1946,,Envelope-penetrating protein gp26,,,PKJKAM_03150,,,,,,
ybdM,ybdM,Uncharacterized protein YbdM,,,,,,,,GEGEGB_04513,
ninG,ninG,Protein ninG,,IKCLMC_00222,,,,,,,
group_1932,,Uracil-DNA glycosylase,,,,,,,,GEGEGB_00925,
group_1927,,Antitoxin of toxin-antitoxin stability system,ONMMKP_01891,,,,,,,,
group_1925,,DNA-binding protein,,,,,,,,GEGEGB_04146,
group_1924,,Phage protein,,,,,LNHIMF_00657,,,,
group_1918,,Dit-like phage tail protein N-terminal domain-containing protein,,,,,,,,GEGEGB_01981,
group_1917,,Lipoprotein,,,,,,,,GEGEGB_01448,
group_1913,pilL,Pilus assembly protein PilL,ONMMKP_02274,,,,,,,,
group_1911,,TIGR03746 family integrating conjugative element protein,,,,,,,,GEGEGB_04500,
group_1909,,Thiol:disulfide interchange protein,,,,,,AJBGEP_04817,,,
group_1908,,Hypothetical bacteriophage protein,,,,,,AJBGEP_01260,,,
group_1907,,DNA adenine methylase,,,,,LNHIMF_04277,,,,
group_1906,,Repressor,,,PKJKAM_03181,,,,,,
group_1903,,hypothetical protein,ONMMKP_01873,,,,,,,,
group_1900,,Phage tail protein,ONMMKP_01334,,,,,,,,
group_1896,,DUF2726 domain-containing protein,,,,,,,,,BEJGEH_01030
pilU,pilU,prepilin peptidase,,,,,,,,GEGEGB_04483,
group_1890,,hypothetical protein,,,,,,,,GEGEGB_01320,
group_1882,,hypothetical protein,,,,,,AJBGEP_01258,,,
group_1878,,Capsid protein of prophage,,IKCLMC_00321,,,,,,,
group_1875,,Endonuclease III,ONMMKP_02958,,,,,,,,
group_1871,,Ankyrin repeat domain-containing protein,,,,,,,,,BEJGEH_00294
group_1870,,Abasic site processing protein,,,,,LNHIMF_00696,,,,
group_1868,,Transposase,,IKCLMC_01351,,,,,,,
group_1862,,Bacteriophage T7 Gp4 DNA primase/helicase N-terminal domain-containing protein,,,,,,,,GEGEGB_04770,
group_1861,,IS6 family transposase,,,,,LNHIMF_04717,,,,
group_1857,,D-allulose-6-phosphate 3-epimerase,,,,,,,,,BEJGEH_04387
group_1856,,hypothetical protein,,,,,,,,GEGEGB_02699,
group_1855,,Fimbrial chaparone,,,,,LNHIMF_01236,,,,
group_1854,,DUF551 domain-containing protein,,,,,LNHIMF_00564,,,,
group_1853,,Phage protein Gp138 N-terminal domain-containing protein,,IKCLMC_00969,,,,,,,
group_1847,,Exonuclease,,,,,,,,GEGEGB_02026,
group_1846,,Bacteriophage protein,,,,,,,,GEGEGB_01972,
group_1840,,DUF2786 domain-containing protein,,,,,,,,GEGEGB_01463,
group_1837,,Transglycosylase SLT domain-containing protein,,,,,,,,GEGEGB_04491,
group_1836,,Fimbrial chaperone protein,,,,,,,,GEGEGB_03857,
group_1835,,Rha family phage regulatory protein,,,PKJKAM_03161,,,,,,
group_1829,,hypothetical protein,,,,,,,,GEGEGB_00382,
group_1828,,Internal virion protein gp7,,,,,,,HFCAGB_00634,,
group_1827,,Internal virion protein gp7,,,PKJKAM_03148,,,,,,
group_1826,,Phage protein,,IKCLMC_02398,,,,,,,
group_1825,,Putative phage putative head morphogenesis protein SPP1 gp7 family,,IKCLMC_00953,,,,,,,
group_1821,,hypothetical protein,,,,,,,,GEGEGB_03245,
pefD,pefD,fimbrial chaperone PefD,,,,,,AJBGEP_04823,,,
group_1820,,Phage replication protein,,,,,,AJBGEP_01257,,,
group_1818,,hypothetical protein,ONMMKP_01356,,,,,,,,
vexC,vexC,Vi polysaccharide ABC transporter ATP-binding protein VexC,,,,,,,,GEGEGB_04581,
group_1816,,DUF4747 domain-containing protein,,,,,,,,GEGEGB_04559,
group_1813,,hypothetical protein,,IKCLMC_04132,,,,,,,
group_1807,,Phage replication protein,ONMMKP_01124,,,,,,,,
group_1806,,Phage terminase subunit,,,,,,,,,BEJGEH_02670
group_1805,,hypothetical protein,,,,,LNHIMF_00698,,,,
group_1798,,DUF1076 domain-containing protein,,,,,,,,GEGEGB_01969,
group_1797,,Phage tail protein,,,,,,,HFCAGB_00632,,
group_1796,,DUF2461 domain-containing protein,,,,,LNHIMF_03946,,,,
group_1791,,Phage protein,,,,,,,,,BEJGEH_02667
group_1785,ydiV,Anti-FlhC(2)FlhD(4) factor YdiV,,,,,LNHIMF_04690,,,,
group_1784,,Inner membrane protein,,,,,LNHIMF_03566,,,,
group_1783,,DUF551 domain-containing protein,,IKCLMC_02344,,,,,,,
group_1782,,Integrase family protein,ONMMKP_04136,,,,,,,,
group_1777,,Dit-like phage tail protein N-terminal domain-containing protein,,IKCLMC_00966,,,,,,,
faeJ,faeJ,K88 minor fimbrial subunit FaeJ,,,,,,,HFCAGB_04864,,
group_1771,,WYL domain-containing protein,ONMMKP_01876,,,,,,,,
group_1769,,Phage protein Gp138 N-terminal domain-containing protein,,,,,,,HFCAGB_01093,,
yggC,yggC,Uncharacterized protein YggC,,,,,LNHIMF_03118,,,,
group_1765,,Rha family transcriptional regulator,,,,,,,,GEGEGB_03101,
group_1755,,DUF2786 domain-containing protein,,,,,,,,GEGEGB_04459,
group_1754,,Lipoprotein,,,,,LNHIMF_02145,,,,
group_1753,,Inner membrane protein,,,,,LNHIMF_01758,,,,
group_1752,,Bro-N domain-containing protein,,,,,LNHIMF_00621,,,,
group_1747,,MotA/TolQ/ExbB proton channel domain-containing protein,,IKCLMC_03337,,,,,,,
group_1743,,DUF4400 domain-containing protein,ONMMKP_02278,,,,,,,,
group_1738,,Lytic murein transglycosylase,,,,,,,,GEGEGB_01449,
group_1734,,Methyltransferase small domain-containing protein,ONMMKP_01353,,,,,,,,
group_1732,,hypothetical protein,,,,,,,,GEGEGB_01977,
group_1726,,hypothetical protein,ONMMKP_02288,,,,,,,,
group_1723,,Glycoprotein 3,,,,,,,,GEGEGB_02787,
group_1718,,Ead/Ea22-like family protein,,,,,,,HFCAGB_02222,,
group_1716,,Glycoprotein 3,,IKCLMC_04128,,,,,,,
group_1715,,Integrase catalytic domain-containing protein,,IKCLMC_03980,,,,,,,
group_1708,,TIGR03759 family integrating conjugative element protein,,,,,,,,GEGEGB_04490,
group_1707,,HIRAN domain-containing protein,,,,,,,,GEGEGB_03592,
group_1700,ecpD,Chaperone protein EcpD,,,,,,,,,BEJGEH_03797
group_1699,,Capsid protein,,,,,,,,GEGEGB_04762,
group_1694,,Trans-aconitate methyltransferase,,,,,,,,GEGEGB_04578,
group_1693,,Phage abortive infection protein,,,,,,,,GEGEGB_02783,
group_1689,,PTS sugar transporter subunit IIC,,,,,,,,,BEJGEH_04382
group_1688,,hypothetical protein,,,,,,,HFCAGB_02224,,
group_1686,,Uncharacterized short-chain type dehydrogenase/reductase y4mP,,IKCLMC_01440,,,,,,,
group_1682,,Terminase,,,,,,,,GEGEGB_01997,
group_1681,,Lambdoid prophage Qin antitermination protein Q-like protein,,,,,,,HFCAGB_02202,,
group_1680,,Lambdoid prophage Qin antitermination protein Q-like protein,,,,,LNHIMF_04282,,,,
group_1677,,Phage protein Gp138 N-terminal domain-containing protein,,,,,,,,GEGEGB_01975,
group_1671,,Integrating conjugative element membrane protein,,,,,,,,GEGEGB_04495,
group_1670,,3-dehydroquinate dehydratase,,,,,,,,GEGEGB_01300,
group_1669,,RiboL-PSP-HEPN domain-containing protein,,,,,,,HFCAGB_02949,,
group_1668,,ORF11,,,,,,AJBGEP_04813,,,
group_1667,,Ig-like domain-containing protein,,IKCLMC_02397,,,,,,,
group_1658,,hypothetical protein,,,PKJKAM_04041,,,,,,
group_1649,,Outer membrane/exported protein,ONMMKP_02144,,,,,,,,
group_1645,,Restriction endonuclease,,,,,LNHIMF_01852,,,,
group_1644,,hypothetical protein,,IKCLMC_00243,,,,,,,
group_1638,,hypothetical protein,,,,,LNHIMF_00695,,,,
group_1635,,DUF3800 domain-containing protein,ONMMKP_03181,,,,,,,,
group_1633,,RNA-directed DNA polymerase,,,,,,,,GEGEGB_02797,
group_1628,,DUF4942 domain-containing protein,ONMMKP_02295,,,,,,,,
group_1625,,Antitermination protein Q,ONMMKP_00764,,,,,,,,
group_1624,,hypothetical protein,,,,,,,,GEGEGB_04464,
aadA2,aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,,,,,LNHIMF_04711,,,,
aadA1,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,,,,,LNHIMF_04709,,,,
group_1619,,GIY-YIG domain-containing protein,,,,,LNHIMF_03820,,,,
group_1614,,DNA-binding protein,,,,,,,,GEGEGB_04604,
group_1612,,Fimbrial protein,,,,,LNHIMF_04402,,,,
group_1608,,Recombination protein bet,,,,,,,,GEGEGB_02025,
group_1600,,hypothetical protein,,,,,,,HFCAGB_04745,,
sul3,sul3,sulfonamide-resistant dihydropteroate synthase Sul3,,,,,LNHIMF_04706,,,,
group_1599,,DUF6602 domain-containing protein,ONMMKP_02279,,,,,,,,
group_1594,,RES family NAD+ phosphorylase,,,,,,,,,BEJGEH_01998
vexB,vexB,Vi polysaccharide ABC transporter inner membrane protein VexB,,,,,,,,GEGEGB_04582,
group_1593,,Fimbrial protein,,,,,,,HFCAGB_04869,,
group_1592,,KilA-N DNA-binding domain-containing protein,,,,,LNHIMF_00654,,,,
group_1589,,Cytosine-specific DNA methyltransferase,ONMMKP_02959,,,,,,,,
group_1585,,DNA-binding protein,,,,,LNHIMF_04280,,,,
group_1583,,HTH cro/C1-type domain-containing protein,ONMMKP_02292,,,,,,,,
group_1575,,DUF3800 domain-containing protein,,,,,,,HFCAGB_02965,,
group_1574,,Antitermination protein Q,,,,,LNHIMF_00661,,,,
group_1569,,DUF3037 domain-containing protein,ONMMKP_01130,,,,,,,,
group_1567,,WG repeat-containing protein,,,,,,,,,BEJGEH_03894
group_1566,,RNA polymerase sigma-70 domain-containing protein,,,,,,,,,BEJGEH_02916
group_1565,,Phage protein,,IKCLMC_03361,,,,,,,
group_1558,,DUF4435 domain-containing protein,,,,,,AJBGEP_04691,,,
group_1553,,Fimbrial protein,,,,ODDLKH_00184,,,,,
group_1550,,DNA-binding protein,,,,,,AJBGEP_02139,,,
group_1547,,DUF945 domain-containing protein,ONMMKP_01883,,,,,,,,
group_1544,,hypothetical protein,,,,,,,,GEGEGB_02784,
group_1543,,Phage head morphogenesis domain-containing protein,,,,,,,,GEGEGB_01442,
group_1542,,Phage replication protein O N-terminal domain,,,PKJKAM_03177,,,,,,
group_1541,,Exodeoxyribonuclease 8,,IKCLMC_02352,,,,,,,
group_1532,,Zinc-regulated secreted antivirulence protein C-terminal domain-containing protein,,,,,LNHIMF_01729,,,,
group_1531,,hypothetical protein,,,,,LNHIMF_00351,,,,
group_1524,,Phage tail protein,ONMMKP_01085,,,,,,,,
group_1517,,DUF551 domain-containing protein,,,,,,AJBGEP_02153,,,
group_1516,,Lysozyme inhibitor LprI-like N-terminal domain-containing protein,,,,,LNHIMF_03775,,,,
group_1510,,hypothetical protein,,,,,LNHIMF_00302,,,,
sul1,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,ONMMKP_02962,,,,,,,,
group_1507,,DUF3944 domain-containing protein,,,,,,,,,BEJGEH_01043
group_1503,,DUF502 domain-containing protein,ONMMKP_04151,,,,,,,,
group_1500,,Phosphotransferase,ONMMKP_01327,,,,,,,,
group_1498,,DUF2971 domain-containing protein,,,,,,,HFCAGB_02240,,
group_1497,,Transketolase,,IKCLMC_01441,,,,,,,
group_1492,,DUF4942 domain-containing protein,ONMMKP_01894,,,,,,,,
group_1488,,ATP-dependent Clp protease proteolytic subunit,,,,,LNHIMF_04294,,,,
group_1479,,HipA-like protein,ONMMKP_01129,,,,,,,,
group_1476,,Phage protein,,,,,LNHIMF_02794,,,,
group_1471,,DNA-binding protein,,,,,LNHIMF_00627,,,,
group_1466,,Site-specific DNA-methyltransferase (adenine-specific),,,,,,,,GEGEGB_03587,
group_1462,,Lipoprotein,ONMMKP_02978,,,,,,,,
blaTEM1,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,,,,,LNHIMF_04694,,,,
group_1457,,Replication protein,,,,,LNHIMF_00584,,,,
aac3IId,aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,ONMMKP_02953,,,,,,,,
group_1451,,Phage protein,,,,,,,,GEGEGB_00917,
group_1450,,Short chain dehydrogenase,,,,,LNHIMF_04703,,,,
group_1442,,Apea-like HEPN domain-containing protein,,,,,,,HFCAGB_02935,,
group_1439,,Phage tail protein,ONMMKP_04174,,,,,,,,
group_1437,,Bro-N domain-containing protein,ONMMKP_00737,,,,,,,,
group_1433,,hypothetical protein,,IKCLMC_03342,,,,,,,
group_1432,,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,,IKCLMC_02561,,,,,,,
group_1431,,Phage protein,,IKCLMC_00968,,,,,,,
group_1427,,Inner membrane protein,ONMMKP_02598,,,,,,,,
group_1424,,PTS system mannose/fructose/sorbose-specific IID component,,,,,,,,,BEJGEH_04383
group_1423,,DNA-binding protein,,,,,,,,,BEJGEH_01997
group_1422,,DNA-binding protein,,,,,,,HFCAGB_01189,,
group_1421,,Phage tail protein,,,,,,,HFCAGB_01080,,
group_1420,,hypothetical protein,,,,,,,HFCAGB_00611,,
traE,traE,IncI1 plasmid conjugative transfer protein TraE,,,,,,,,GEGEGB_04488,
group_1417,,Phage head morphogenesis domain-containing protein,,,,,,,HFCAGB_01078,,
group_1416,,Outer membrane protein,,,,,,AJBGEP_04821,,,
group_1410,,HNH nuclease domain-containing protein,ONMMKP_02299,,,,,,,,
group_1409,,G domain-containing protein,ONMMKP_01874,,,,,,,,
group_1398,,Site-specific DNA-methyltransferase (adenine-specific),,,,,,,,GEGEGB_02028,
group_1397,,hypothetical protein,,,,,,,HFCAGB_02235,,
group_1396,,Site-specific DNA-methyltransferase (adenine-specific),,,,,,,HFCAGB_02206,,
group_1390,,Phage tail protein,,,,,,,,GEGEGB_01428,
group_1384,,hypothetical protein,,,PKJKAM_02232,,,,,,
group_1383,,hypothetical protein,,IKCLMC_02074,,,,,,,
group_1378,,Cypemycin methyltransferase,,,,,,,,GEGEGB_04577,
group_1373,,hypothetical protein,ONMMKP_00773,,,,,,,,
group_1372,,Phage N-6-adenine-methyltransferase,,,,,,AJBGEP_02137,,,
group_1371,,Scaffolding protein,,,PKJKAM_03155,,,,,,
group_1359,,hypothetical protein,,,,,,,,GEGEGB_04527,
group_1358,,TIGR03749 family integrating conjugative element protein,,,,,,,,GEGEGB_04501,
group_1357,,Lipoprotein,,,,,,AJBGEP_04815,,,
group_1355,,Phage head morphogenesis domain-containing protein,,IKCLMC_02385,,,,,,,
group_1347,,DNA recombinase,,,PKJKAM_03189,,,,,,
group_1340,,Replication protein O,,,,,,AJBGEP_01256,,,
group_1334,,DUF1120 domain-containing protein,,,,,,,,,BEJGEH_03177
group_1333,,hypothetical protein,,,,,,,,GEGEGB_04526,
group_1332,,Baseplate protein J,,,,,,,,GEGEGB_03608,
group_1330,,Minor capsid protein C from bacteriophage origin,,IKCLMC_00322,,,,,,,
group_1325,,AAA+ ATPase domain-containing protein,ONMMKP_02936,,,,,,,,
group_1316,,Scaffolding protein,,,,,,,HFCAGB_00627,,
group_1313,,hypothetical protein,ONMMKP_02298,,,,,,,,
group_1309,,Plasmid transfer protein,,,,,,,,GEGEGB_04489,
group_1308,,HipA-like C-terminal domain-containing protein,,,,,,,,GEGEGB_03591,
group_1307,,Helix-turn-helix domain-containing protein,,,,,LNHIMF_00660,,,,
group_1296,,Bacteriophage lambda Replication protein O N-terminal domain-containing protein,ONMMKP_01125,,,,,,,,
group_1295,,DNA-binding protein,,,,,,,,GEGEGB_04517,
group_1293,,Transposase,,,PKJKAM_02229,,,,,,
group_1287,,Prophage protein,,,,,,,HFCAGB_00604,,
group_1281,,Tyr recombinase domain-containing protein,,,,,,,,,BEJGEH_04573
estX,estX,macrolide esterase EstX,,,,,LNHIMF_04713,,,,
group_1280,,ATP-binding protein,,IKCLMC_04131,,,,,,,
group_1275,,Phage head morphogenesis domain-containing protein,ONMMKP_00753,,,,,,,,
group_1273,,Phage major capsid protein E,,IKCLMC_00239,,,,,,,
group_1263,,hypothetical protein,,,,,,,,,BEJGEH_04597
group_1262,,DUF4424 domain-containing protein,,,,,,,,,BEJGEH_00176
group_1261,,RNA-directed DNA polymerase,,IKCLMC_02562,,,,,,,
group_1253,,hypothetical protein,,,,,,,,GEGEGB_04475,
group_1252,,RNA-directed DNA polymerase,,,,,,AJBGEP_04038,,,
group_1247,,Phage protein,,,,,,,HFCAGB_01085,,
group_1246,,hypothetical protein,,,PKJKAM_03192,,,,,,
group_1239,,Bacteriophage protein,,,,,,,,GEGEGB_01991,
group_1238,,Helix-turn-helix domain-containing protein,,,,,LNHIMF_04276,,,,
group_1237,,CMP-N-acetylneuraminate-beta-galactosamide-alpha-2 3-sialyltransferase,,,,,LNHIMF_03754,,,,
group_1231,,DUF2971 domain-containing protein,,,,,,,,,BEJGEH_01206
group_1230,,Ankyrin repeat domain-containing protein,,,,,LNHIMF_02783,,,,
group_1222,,Toll/interleukin-1 receptor domain-containing protein,,,,,LNHIMF_01606,,,,
group_1215,,Phage-like protein,,,,,,,,GEGEGB_01439,
group_1212,,Replication protein,ONMMKP_02988,,,,,,,,
group_1203,,Helix-turn-helix transcriptional regulator,,,,,,,HFCAGB_03514,,
group_1202,,Phage head morphogenesis domain-containing protein,,,,,LNHIMF_00604,,,,
group_1196,,Phage protein,,,,,,,HFCAGB_02246,,
group_1195,,Inner membrane protein,,,,,,AJBGEP_04037,,,
group_1183,,Core-binding (CB) domain-containing protein,ONMMKP_02973,,,,,,,,
group_1182,,TIGR03746 family integrating conjugative element protein,ONMMKP_02283,,,,,,,,
group_1180,,Methyltransferase,,,,,,,,,BEJGEH_04579
group_1179,,TIGR03756 family integrating conjugative element protein,,,,,,,,GEGEGB_04508,
group_1177,,hypothetical protein,,,,,LNHIMF_00576,,,,
group_1170,,DUF4424 domain-containing protein,,,,,,,,,BEJGEH_00173
group_1169,,Fructose-16-bisphosphatase,,,,,LNHIMF_03120,,,,
group_1162,,Phage conserved hypothetical protein C-terminal domain-containing protein,,,,,,,HFCAGB_02208,,
group_1161,,Terminase small subunit,,,,,,,HFCAGB_01075,,
group_1146,,TIR domain-containing protein,,,,,,,,,BEJGEH_04592
group_1145,,ATP-binding protein,,,,,LNHIMF_00361,,,,
group_1131,,Capsid scaffolding protein,,,,,,,,,BEJGEH_02672
yjbM,yjbM,GTP pyrophosphokinase yjbM,,,,,,,,,BEJGEH_01973
group_1130,,RepFIB replication protein A,,,,,,AJBGEP_04828,,,
group_1129,,DUF968 domain-containing protein,,,,,LNHIMF_04281,,,,
group_1127,ftsH,ATP-dependent zinc metalloprotease FtsH,ONMMKP_02968,,,,,,,,
group_1122,,Integrase,,,,,,,,,BEJGEH_02682
group_1120,,1-deoxy-D-xylulose-5-phosphate synthase,,IKCLMC_01442,,,,,,,
group_1112,,Fimbrial protein,,,,,LNHIMF_01234,,,,
group_1105,,Glycosyltransferase family 1 protein,ONMMKP_04741,,,,,,,,
group_1093,,Restriction endonuclease type IV Mrr domain-containing protein,,,,,,AJBGEP_04688,,,
dnaT,dnaT,DnaT DNA-binding domain-containing protein,,IKCLMC_00924,,,,,,,
group_1092,,hypothetical protein,,IKCLMC_00320,,,,,,,
group_1091,,Glycosyltransferase,ONMMKP_04742,,,,,,,,
group_1082,,Phage integrase,,,,,,,,GEGEGB_04592,
group_1078,,Phage integrase,ONMMKP_04100,,,,,,,,
group_1077,,Phage abortive infection protein,ONMMKP_04099,,,,,,,,
group_1066,,Phage portal protein,,,,,,,,,BEJGEH_02674
group_1062,,Outer membrane protein C2,,,,,,,,,BEJGEH_01503
group_1056,,Phage tail protein,,,,,,,,GEGEGB_01421,
group_1051,,Phage major capsid protein P2 family,,,,,,,,,BEJGEH_02671
group_1050,,DUF2184 domain-containing protein,,IKCLMC_00956,,,,,,,
group_1048,,HNH nuclease domain-containing protein,ONMMKP_03182,,,,,,,,
group_1044,,Bacteriophage protein,,,,,,,,GEGEGB_01979,
group_1043,,DUF2184 domain-containing protein,,,,,,,HFCAGB_01081,,
cpsD,cpsD,Tyrosine-protein kinase CpsD,,,,,,,,GEGEGB_04454,
group_1038,,CHAT domain-containing protein,,,PKJKAM_03723,,,,,,
group_1033,,Integrase,,,PKJKAM_01836,,,,,,
group_1030,,hypothetical protein,,,,,,,,,BEJGEH_04384
group_1027,,ParB/Sulfiredoxin domain-containing protein,ONMMKP_02290,,,,,,,,
group_1017,,Enoyl reductase (ER) domain-containing protein,,,,,,,,,BEJGEH_04386
tviC,tviC,Vi polysaccharide biosynthesis UDP-N-acetylglucosaminuronic acid C-4 epimerase TviC,,,,,,,,GEGEGB_04586,
group_1008,tcfD,Fimbrial protein TcfD,,,,,LNHIMF_00328,,,,
group_1005,,hypothetical protein,,,,,,,,,BEJGEH_03178
