Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1,GCF_000170215.1,GCF_000020745.1,GCF_000022165.1,GCF_000020925.1,GCF_000007545.1,GCF_000020885.1
group_3746,,Phage tail tube protein,3,3,1.0,1,5159,,,,357,357,357.0,,,,,LNHIMF_02160,AJBGEP_02112,HFCAGB_02181,,
group_3745,,DNA circularization N-terminal domain-containing protein,3,3,1.0,1,5158,,,,1341,1341,1341.0,,,,,LNHIMF_02157,AJBGEP_02109,HFCAGB_02178,,
group_3744,,Phage baseplate assembly protein V,3,3,1.0,1,5157,,,,534,534,534.0,,,,,LNHIMF_02155,AJBGEP_02107,HFCAGB_02176,,
group_3743,,Tail protein,3,3,1.0,1,5156,,,,414,414,414.0,,,,,LNHIMF_02154,AJBGEP_02106,HFCAGB_02175,,
group_3742,,Tail protein,3,3,1.0,1,5155,,,,588,588,588.0,,,,,LNHIMF_02152,AJBGEP_02103,HFCAGB_02173,,
group_3712,,hypothetical protein,3,3,1.0,1,5124,,,,240,240,240.0,,IKCLMC_00114,,,LNHIMF_02199,AJBGEP_02824,,,
group_3702,,PPC domain-containing protein,3,3,1.0,1,5114,,,,402,402,402.0,ONMMKP_01110,IKCLMC_00232,,,,AJBGEP_01280,,,
group_3700,,Phage DNA packaging protein Nu1,3,3,1.0,1,5112,,,,546,546,546.0,ONMMKP_01109,IKCLMC_00233,,,,AJBGEP_01281,,,
group_3698,,Terminase large subunit,3,3,1.0,1,5110,,,,1932,1932,1932.0,ONMMKP_01108,IKCLMC_00234,,,,AJBGEP_01282,,,
group_3697,,P21 prophage-derived head-stabilizing protein,3,3,1.0,1,5109,,,,204,204,204.0,ONMMKP_01107,IKCLMC_00235,,,,AJBGEP_01283,,,
group_3695,,Phage portal protein,3,3,1.0,1,5107,,,,1620,1620,1620.0,ONMMKP_01106,IKCLMC_00236,,,,AJBGEP_01284,,,
group_3693,,Serine peptidase,3,3,1.0,1,5105,,,,1497,1497,1497.0,ONMMKP_01105,IKCLMC_00237,,,,AJBGEP_01285,,,
group_3691,,Head decoration protein,3,3,1.0,1,5103,,,,348,348,348.0,ONMMKP_01104,IKCLMC_00324,,,,AJBGEP_01286,,,
group_3689,,Major capsid protein,3,3,1.0,1,5101,,,,1029,1029,1029.0,ONMMKP_01103,IKCLMC_00325,,,,AJBGEP_01287,,,
group_3688,,Gifsy-1 prophage protein,3,3,1.0,1,5100,,,,384,384,384.0,ONMMKP_01101,IKCLMC_00327,,,,AJBGEP_01290,,,
group_3687,,Tail completion protein,3,3,1.0,1,5099,,,,579,579,579.0,ONMMKP_01100,IKCLMC_00328,,,,AJBGEP_01291,,,
group_3685,tnpB,IS200/IS605 family element transposase accessory protein TnpB,3,3,1.0,1,5097,,,,1131,1131,1131.0,ONMMKP_01099,IKCLMC_00329,,,,AJBGEP_01292,,,
group_3576,,hypothetical protein,3,3,1.0,1,4978,,,,99,99,99.0,,,,ODDLKH_01114,LNHIMF_00768,,,,BEJGEH_00634
group_3575,,hypothetical protein,3,3,1.0,1,4977,,,,99,99,99.0,,IKCLMC_02044,,,LNHIMF_00285,,,GEGEGB_02722,
group_3552,,hypothetical protein,3,3,1.0,1,4952,,,,114,114,114.0,ONMMKP_04625,,,,,,,GEGEGB_00697,BEJGEH_02234
group_3509,,hypothetical protein,3,3,1.0,1,4905,,,,153,153,153.0,,,2_refound_24,ODDLKH_02020,,AJBGEP_01622,,,
group_3496,,hypothetical protein,3,3,1.0,1,4892,,,,159,159,159.0,,IKCLMC_00975,,ODDLKH_01704,,5_refound_55,,,
group_3495,,DNA breaking-rejoining protein,3,3,1.0,1,4891,,,,159,159,159.0,,IKCLMC_00287,,,LNHIMF_02194,AJBGEP_02819,,,
group_3480,,hypothetical protein,3,3,1.0,1,4874,,,,165,165,165.0,,,,,LNHIMF_02162,AJBGEP_02114,HFCAGB_02183,,
group_3429,,hypothetical protein,3,3,1.0,1,4820,,,,183,183,183.0,,,,,LNHIMF_02171,AJBGEP_02123,HFCAGB_02193,,
group_3369,,hypothetical protein,3,3,1.0,1,4754,,,,201,201,201.0,,,,,LNHIMF_02167,AJBGEP_02119,HFCAGB_02188,,
group_3358,,Tail protein X,3,3,1.0,1,4742,,,,204,204,204.0,ONMMKP_04159,,,,,,,GEGEGB_04552,BEJGEH_02729
group_3325,,Plasmid-encoded fimbriae regulatory,3,3,1.0,1,4702,,,,213,213,213.0,,,,ODDLKH_00189,LNHIMF_04407,,HFCAGB_04861,,
group_3307,,Secretory protein,3,3,1.0,1,4683,,,,216,216,216.0,ONMMKP_04160,,,,,,,GEGEGB_04551,BEJGEH_02728
group_3227,,Excisionase,3,3,1.0,1,4587,,,,237,237,237.0,,IKCLMC_00911,,ODDLKH_01645,,AJBGEP_01243,,,
group_3050,,Transcriptional activator protein C1,3,3,1.0,1,4369,,,,282,282,282.0,,IKCLMC_02364,,,LNHIMF_00582,,HFCAGB_00606,,
group_3048,,Secreted protein,3,3,1.0,1,4366,,,,282,282,282.0,ONMMKP_02066,IKCLMC_03115,,,,,HFCAGB_00112,,
group_3027,,DNA breaking-rejoining protein,3,3,1.0,1,4341,,,,288,288,288.0,,IKCLMC_00286,,,LNHIMF_02195,AJBGEP_02820,,,
group_2961,,hypothetical protein,3,3,1.0,1,4269,,,,303,303,303.0,,IKCLMC_00976,,ODDLKH_01705,,AJBGEP_01307,,,
ccdB,ccdB,Toxin CcdB,3,3,1.0,1,4251,,,,309,309,309.0,,,,,LNHIMF_04555,,HFCAGB_04699,,BEJGEH_04569
group_2902,,Prophage protein,3,3,1.0,1,4196,,,,321,321,321.0,,IKCLMC_00914,,ODDLKH_01648,,AJBGEP_01246,,,
group_2895,,Phage gp6-like head-tail connector protein,3,3,1.0,1,4185,,,,324,324,324.0,,,,,LNHIMF_02166,AJBGEP_02118,HFCAGB_02187,,
group_2883,,Antiholin,3,3,1.0,1,4170,,,,327,327,327.0,,IKCLMC_02378,PKJKAM_03164,,,,HFCAGB_00617,,
group_2870,,Phage protein,3,3,1.0,1,4155,,,,330,330,330.0,ONMMKP_04127,,PKJKAM_01866,,,,,,BEJGEH_02659
group_2852,,Bacteriophage protein,3,3,1.0,1,4132,,,,333,333,333.0,,IKCLMC_00913,,ODDLKH_01647,,AJBGEP_01245,,,
group_2839,,Bacterial Ig-like domain-containing protein,3,3,1.0,1,4114,,,,336,336,336.0,ONMMKP_02470,IKCLMC_01146,PKJKAM_01223,,,,,,
group_2820,,Peptidase M15C domain-containing protein,3,3,1.0,1,4092,,,,342,342,342.0,ONMMKP_04123,,PKJKAM_01862,,,,,,BEJGEH_02663
group_2804,,hypothetical protein,3,3,1.0,1,4067,,,,348,348,348.0,,,,ODDLKH_04200,,AJBGEP_03940,HFCAGB_03999,,
group_2798,,Phage holin lambda family,3,3,1.0,1,4058,,,,348,348,348.0,ONMMKP_01113,,,,LNHIMF_02178,,HFCAGB_01071,,
group_2738,,Diol dehydratase reactivase ATPase-like domain-containing protein,3,3,1.0,1,3976,,,,369,369,369.0,ONMMKP_01832,,PKJKAM_03433,,,,HFCAGB_00345,,
group_2712,,Peptidase,3,3,1.0,1,3942,,,,378,378,378.0,ONMMKP_04162,,,,,,,GEGEGB_04549,BEJGEH_02726
group_2625,,Head-tail adaptor,3,3,1.0,1,3826,,,,405,405,405.0,,,,,LNHIMF_02165,AJBGEP_02117,HFCAGB_02186,,
group_2498,,PTS EIIA type-4 domain-containing protein,3,3,1.0,1,3654,,,,450,450,450.0,,,PKJKAM_03124,ODDLKH_01064,,AJBGEP_00599,,,
group_2476,,Inner membrane protein,3,3,1.0,1,3625,,,,456,456,456.0,,IKCLMC_04402,,,,,HFCAGB_01490,,BEJGEH_01281
tinR,tinR,Lrp/AsnC family transcriptional regulator TinR,3,3,1.0,1,3616,,,,456,456,456.0,ONMMKP_01855,,,,LNHIMF_00329,,,GEGEGB_02678,
group_2465,,ABC transmembrane type-1 domain-containing protein,3,3,1.0,1,3607,,,,459,459,459.0,ONMMKP_04142,,,,,,HFCAGB_02959,,BEJGEH_02746
group_2456,,Secreted protein,3,3,1.0,1,3593,,,,462,462,462.0,,IKCLMC_02062,PKJKAM_03481,,,,,GEGEGB_02705,
group_2447,,Head completion-stabilization protein,3,3,1.0,1,3581,,,,465,465,465.0,,,,,,,HFCAGB_02943,GEGEGB_03598,BEJGEH_02730
group_2422,,PTS system mannose-specific transporter subunit IIB,3,3,1.0,1,3547,,,,471,471,471.0,,,PKJKAM_03125,ODDLKH_01063,,AJBGEP_00598,,,
group_2419,,Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain-containing protein,3,3,1.0,1,3544,,,,471,471,471.0,,IKCLMC_02061,PKJKAM_03482,,,,,GEGEGB_02706,
gtgA,gtgA,Type III secretion system effector protease GtgA,3,3,1.0,1,3529,,,,474,474,474.0,,IKCLMC_00312,,ODDLKH_01675,,AJBGEP_02794,,,
group_2296,,Lysozyme,3,3,1.0,1,3377,,,,510,510,510.0,ONMMKP_04161,,,,,,,GEGEGB_04550,BEJGEH_02727
group_2291,,Phage protein,3,3,1.0,1,3370,,,,513,513,513.0,,,,,LNHIMF_02164,AJBGEP_02116,HFCAGB_02185,,
yfdR,yfdR,Uncharacterized protein YfdR,3,3,1.0,1,3274,,,,540,540,540.0,,,,,LNHIMF_04267,AJBGEP_02149,HFCAGB_02221,,
group_2187,,Phage protein,3,3,1.0,1,3237,,,,546,546,546.0,ONMMKP_04133,,PKJKAM_01872,,,,,,BEJGEH_02653
group_2146,,Bacteriophage protein,3,3,1.0,1,3175,,,,561,561,561.0,,,,,LNHIMF_02163,AJBGEP_02115,HFCAGB_02184,,
araC,araC,AraC family transcriptional regulator,3,3,1.0,1,3123,,,,573,573,573.0,,,,ODDLKH_00188,LNHIMF_04406,,HFCAGB_04862,,
group_2087,,tail fiber assembly protein,3,3,1.0,1,3088,,,,582,582,582.0,,IKCLMC_00574,,,,AJBGEP_01050,HFCAGB_01098,,
group_2067,,Protein phage,3,3,1.0,1,3064,,,,588,588,588.0,ONMMKP_04129,,PKJKAM_01868,,,,,,BEJGEH_02657
tioA,tioA,TioA protein,3,3,1.0,1,2972,,,,618,618,618.0,ONMMKP_01854,,,,LNHIMF_00330,,,GEGEGB_02677,
group_1973,,Abasic site processing protein,3,3,1.0,1,2940,,,,627,627,627.0,,IKCLMC_00577,,,,AJBGEP_01053,HFCAGB_01101,,
tcfA,tcfA,fimbrial chaperone TcfA,3,3,1.0,1,2909,,,,636,636,636.0,ONMMKP_01859,,,,LNHIMF_00325,,,GEGEGB_02682,
group_1952,,HTH cro/C1-type domain-containing protein,3,3,1.0,1,2907,,,,636,636,636.0,ONMMKP_00776,IKCLMC_02362,,,,,HFCAGB_00605,,
group_1914,,Terminase endonuclease subunit,3,3,1.0,1,2850,,,,651,651,651.0,ONMMKP_04157,,,,,,,GEGEGB_04554,BEJGEH_02731
group_1879,,Inner membrane protein,3,3,1.0,1,2787,,,,669,669,669.0,,,PKJKAM_02487,,,,HFCAGB_03112,,BEJGEH_02897
group_1867,,Abasic site processing protein,3,3,1.0,1,2771,,,,672,672,672.0,,IKCLMC_00980,,ODDLKH_01708,,AJBGEP_01311,,,
gtgE,gtgE,type III secretion system effector GtgE (Gifsy-2 gene E) cysteine protease,3,3,1.0,1,2715,,,,687,687,687.0,,IKCLMC_00578,,,,AJBGEP_01054,HFCAGB_01103,,
casD,casD,CRISPR system Cascade subunit CasD,3,3,1.0,1,2568,,,,726,726,726.0,,,PKJKAM_02455,,LNHIMF_02970,,,GEGEGB_02977,
group_1744,,Phage protein,3,3,1.0,1,2564,,,,726,726,726.0,ONMMKP_04132,,PKJKAM_01871,,,,,,BEJGEH_02654
group_1698,,Uridine phosphorylase,3,3,1.0,1,2494,,,,744,744,744.0,,,,,LNHIMF_03953,,,GEGEGB_03564,BEJGEH_03954
group_1697,,PTS family sugar transport protein component IIC,3,3,1.0,1,2493,,,,744,744,744.0,,,PKJKAM_03126,ODDLKH_01062,,AJBGEP_00597,,,
yfdQ,yfdQ,Uncharacterized protein YfdQ,3,3,1.0,1,2208,,,,828,828,828.0,,,,,LNHIMF_04268,AJBGEP_02148,HFCAGB_02220,,
group_1487,,SdiA-regulated protein,3,3,1.0,1,2157,,,,849,849,849.0,,,,ODDLKH_00191,LNHIMF_04409,,HFCAGB_04859,,
group_1470,,PTS family sugar transport protein component IID,3,3,1.0,1,2137,,,,855,855,855.0,,,PKJKAM_03127,ODDLKH_01061,,AJBGEP_00596,,,
group_1306,,Type IV methyl-directed restriction enzyme EcoKMrr,3,3,1.0,1,1898,,,,915,915,915.0,,,,ODDLKH_00402,,AJBGEP_04730,,GEGEGB_04823,
group_1264,,Cytoplasmic protein,3,3,1.0,1,1835,,,,930,930,930.0,ONMMKP_00496,,,ODDLKH_02034,,AJBGEP_01636,,,
sseI,sseI,SPI-2 type III secretion system effector SseI,3,3,1.0,1,1715,,,,969,969,969.0,,IKCLMC_00575,,,,AJBGEP_01051,HFCAGB_01099,,
group_1135,,Phosphosugar isomerase,3,3,1.0,1,1666,,,,987,987,987.0,,,PKJKAM_03129,ODDLKH_01059,,AJBGEP_00594,,,
group_1117,,Death domain-containing protein,3,3,1.0,1,1639,,,,996,996,996.0,,,PKJKAM_02222,ODDLKH_00376,,AJBGEP_04704,,,
group_1061,,Lipoprotein,3,3,1.0,1,1554,,,,1023,1023,1023.0,,,,,LNHIMF_03874,,,GEGEGB_03887,BEJGEH_03877
group_1042,,Fimbrial protein,3,3,1.0,1,1527,,,,1032,1032,1032.0,ONMMKP_03900,,PKJKAM_02434,,,,HFCAGB_03166,,
group_986,,Glucosamine--fructose-6-phosphate aminotransferase,3,3,1.0,1,1448,,,,1062,1062,1062.0,,,PKJKAM_03128,ODDLKH_01060,,AJBGEP_00595,,,
group_865,,hypothetical protein,3,3,1.0,1,1276,,,,1140,1140,1140.0,,IKCLMC_03432,,,,,HFCAGB_04624,GEGEGB_04683,
group_858,,Tyrosine-type recombinase/integrase,3,3,1.0,1,1267,,,,1143,1143,1143.0,,IKCLMC_00910,,ODDLKH_01644,,AJBGEP_01242,,,
group_795,,Putative baseplate protein gp29,3,3,1.0,1,1185,,,,1185,1185,1185.0,ONMMKP_04128,,PKJKAM_01867,,,,,,BEJGEH_02658
group_763,,Phage major capsid protein,3,3,1.0,1,1138,,,,1206,1206,1206.0,,,,,LNHIMF_02168,AJBGEP_02120,HFCAGB_02189,,
group_716,,Portal protein,3,3,1.0,1,1064,,,,1242,1242,1242.0,,,,,LNHIMF_02170,AJBGEP_02122,HFCAGB_02192,,
group_530,,hypothetical protein,3,3,1.0,1,770,,,,1389,1389,1389.0,,IKCLMC_03431,,,,,HFCAGB_04625,GEGEGB_04684,
group_411,,hypothetical protein,3,3,1.0,1,600,,,,1497,1497,1497.0,ONMMKP_00131,,PKJKAM_04276,,,,HFCAGB_01316,,
group_295,,Phage-like protein,3,3,1.0,1,423,,,,1704,1704,1704.0,ONMMKP_04134,,PKJKAM_01873,,,,,,BEJGEH_02652
group_186,,Metallo-beta-lactamase domain-containing protein,3,3,1.0,1,268,,,,1980,1980,1980.0,,IKCLMC_00218,,,,,HFCAGB_01361,GEGEGB_01073,
group_87,,Phage tail protein,3,3,1.0,1,129,,,,2442,2442,2442.0,ONMMKP_01086,,,ODDLKH_01701,,AJBGEP_01304,,,
group_49,,Fimbrial assembly protein,3,3,1.0,1,75,,,,2688,2688,2688.0,ONMMKP_01857,,,,LNHIMF_00327,,,GEGEGB_02680,
group_44,,Sigma-54 factor interaction domain-containing protein,3,3,1.0,1,68,,,,2730,2730,2730.0,,,PKJKAM_03130,ODDLKH_01058,,AJBGEP_00593,,,
group_36,,Phage tail tape measure protein TP901 family core region,3,3,1.0,1,57,,,,2808,2808,2808.0,ONMMKP_04180,,,,,,HFCAGB_02925,,BEJGEH_02712
group_15,,Type I restriction enzyme EcoKI endonuclease subunit,3,3,1.0,1,26,,,,3510,3510,3510.0,,,,ODDLKH_00401,,AJBGEP_04729,,GEGEGB_04822,
group_4792,,Cytoplasmic protein;hypothetical protein,2,3,1.5,4,1,,,,162,453,300.0,,,,,,AJBGEP_04805;AJBGEP_04804,HFCAGB_04879,,
group_4791,tnp,IS3 family ISSen1 transposase ORF A,2,2,1.0,3,1,,,,402,402,402.0,,,PKJKAM_00017,,,,,,BEJGEH_00692
group_4790,traD,Conjugal transfer protein TraD,2,2,1.0,2,1,,,,447,447,447.0,,,PKJKAM_00053,,LNHIMF_04778,,,,
group_4789,,hypothetical protein,2,2,1.0,1,6595,,,,702,732,717.0,,,PKJKAM_03194,,LNHIMF_04266,,,,
group_4788,,hypothetical protein;Eaa protein,2,2,1.0,1,6594,,,,561,1002,781.5,ONMMKP_00795,,PKJKAM_03196,,,,,,
group_4787,,Gp23,2,2,1.0,1,6593,,,,348,348,348.0,ONMMKP_00731,,,,LNHIMF_00633,,,,
group_4783,,Recombinase,2,2,1.0,1,6588,,,,708,708,708.0,ONMMKP_00787,,,,,,HFCAGB_00595,,
group_4782,,Uncharacterized protein in gp15-gp3 intergenic region,2,2,1.0,1,6587,,,,243,243,243.0,,,PKJKAM_03160,,,,HFCAGB_00621,,
group_4781,,Lipoprotein,2,2,1.0,1,6586,,,,807,807,807.0,,,,,,,HFCAGB_02951,GEGEGB_03590,
group_4779,gtrB;,bactoprenol glucosyl transferase;Bactoprenol glucosyl transferase CPS-53 (KpLE1) prophage,2,2,1.0,1,6583,,,,927,933,930.0,ONMMKP_01597,,,,,,HFCAGB_00643,,
group_4770,,Arc-like DNA binding domain-containing protein,2,2,1.0,1,6574,,,,327,336,331.5,ONMMKP_00739,,,,LNHIMF_00619,,,,
group_4769,,DUF1493 domain-containing protein;Phage membrane protein,2,2,1.0,1,6573,,,,300,459,379.5,,,,,LNHIMF_01604,,,GEGEGB_01546,
group_4768,,DNA helicase,2,2,1.0,1,6572,,,,3516,3516,3516.0,,,,,LNHIMF_04556,AJBGEP_04687,,,
group_4767,,Lipoprotein,2,2,1.0,1,6571,,,,378,378,378.0,,,,,,,HFCAGB_02244,,BEJGEH_01983
group_4765,,hypothetical protein,2,2,1.0,1,6569,,,,474,474,474.0,,,,,,,HFCAGB_02243,,BEJGEH_01982
virB7,virB7;,Type IV secretion system putative lipoprotein virB7;lipoprotein,2,2,1.0,1,6568,,,,531,531,531.0,,,,,,,HFCAGB_02242,,BEJGEH_01981
group_4763,,hypothetical protein,2,2,1.0,1,6566,,,,240,240,240.0,ONMMKP_04183,,,,,,,GEGEGB_04532,
group_4761,,hypothetical protein,2,2,1.0,1,6564,,,,705,705,705.0,ONMMKP_00728,,,,LNHIMF_00634,,,,
group_4760,,NlpC/P60 domain-containing protein,2,2,1.0,1,6563,,,,720,720,720.0,ONMMKP_00727,,,,LNHIMF_00635,,,,
htrE~~~staC,htrE;staC,Outer membrane usher protein HtrE;Sta fimbria outer membrane usher protein StaC,2,2,1.0,1,6562,,,,2607,2667,2637.0,,,,,LNHIMF_00194,,,GEGEGB_00199,
group_4754,,Fimbrial protein,2,2,1.0,1,6556,,,,567,567,567.0,,,,,LNHIMF_00193,,,GEGEGB_00198,
group_4753,,Transmembrane protein,2,2,1.0,1,6555,,,,264,276,270.0,,,,,,,HFCAGB_02241,,BEJGEH_01980
group_4752,,Side tail fiber protein,2,2,1.0,1,6553,,,,1452,1710,1581.0,,IKCLMC_00973,,,,,HFCAGB_01097,,
group_4749,,Lambda tail assembly I,2,2,1.0,1,6550,,,,528,528,528.0,ONMMKP_00726,,,,LNHIMF_00636,,,,
group_4748,ecpD,Chaperone protein EcpD,2,2,1.0,1,6548,,,,735,738,736.5,,,,,LNHIMF_00195,,,GEGEGB_00200,
symE,;symE,Toxin SymE-like domain-containing protein;Type I addiction module toxin SymE family,2,2,1.0,1,6543,,,,219,324,271.5,,IKCLMC_02069,,,,,,GEGEGB_02698,
group_4744,,ClpX-type ZB domain-containing protein,2,2,1.0,1,6542,,,,186,192,189.0,,,,,LNHIMF_04271,,HFCAGB_02216,,
group_4742,,Secreted protein;hypothetical protein,2,2,1.0,1,6540,,,,138,1047,592.5,,,,,,,,GEGEGB_03001,BEJGEH_02954
group_4740,,Transposon Tn501 resolvase,2,2,1.0,1,6538,,,,519,558,538.5,,,PKJKAM_04039,,LNHIMF_04686,,,,
staF,staF,Fimbrial protein StaF,2,2,1.0,1,6531,,,,597,597,597.0,,,,,LNHIMF_00191,,,GEGEGB_00196,
group_4728,,hypothetical protein;Ankyrin repeat domain-containing protein,2,3,1.5,1,6523,,,,384,1422,930.0,,,,,LNHIMF_03214,,,GEGEGB_03243;GEGEGB_03244,
group_4727,,hypothetical protein;Host cell division inhibitor Icd-like protein,2,2,1.0,1,6522,,,,177,681,429.0,,,,,LNHIMF_00354,,,,BEJGEH_04556
group_4726,,Phage tail protein;hypothetical protein,2,2,1.0,1,6521,,,,363,363,363.0,ONMMKP_00746,,,,LNHIMF_00611,,,,
group_4724,,replicative DNA helicase,2,2,1.0,1,6519,,,,1377,1377,1377.0,,IKCLMC_02367,,,,,HFCAGB_00609,,
group_4718,ninG,Recombination protein NinG,2,2,1.0,1,6512,,,,183,270,226.5,,,,,LNHIMF_01757,,,GEGEGB_01691,
group_4714,,Cytoplasmic protein,2,2,1.0,1,6507,,,,360,360,360.0,,,,,LNHIMF_00355,,,,BEJGEH_04557
group_4713,,hypothetical protein,2,2,1.0,1,6506,,,,150,150,150.0,,,,,,,HFCAGB_02165,,BEJGEH_01964
group_4691,,50S ribosomal protein L13,2,2,1.0,1,6482,,,,180,189,184.5,ONMMKP_00747,,,,LNHIMF_00610,,,,
group_4689,,Cytoplasmic protein,2,2,1.0,1,6480,,,,297,297,297.0,,,,,,,HFCAGB_02255,,BEJGEH_01990
group_4687,,DNA replication protein gp18,2,2,1.0,1,6478,,,,816,834,825.0,,IKCLMC_02366,,,,,HFCAGB_00608,,
group_4686,,Bacteriophage protein,2,2,1.0,1,6477,,,,207,207,207.0,ONMMKP_01131,,,,,AJBGEP_01251,,,
group_4682,,tRNA-acetylating toxin 2,2,2,1.0,1,6471,,,,492,492,492.0,ONMMKP_03717,,PKJKAM_01975,,,,,,
group_4679,,Type IV secretion protein Rhs,2,2,1.0,1,6468,,,,4167,4278,4222.5,,,,,,,HFCAGB_01209,,BEJGEH_01062
group_4677,,hypothetical protein,2,2,1.0,1,6466,,,,195,195,195.0,,IKCLMC_00931,,,,AJBGEP_01265,,,
group_4676,,MobA/MobL protein domain-containing protein,2,2,1.0,1,6465,,,,1506,1521,1513.5,,,,,,,HFCAGB_02239,,BEJGEH_01978
group_4672,,2-hydroxyacyl-CoA dehydratase,2,2,1.0,1,6460,,,,387,387,387.0,ONMMKP_00744,,,,LNHIMF_00613,,,,
group_4667,,DUF4756 domain-containing protein,2,2,1.0,1,6454,,,,480,483,481.5,,,,,,,HFCAGB_02251,,BEJGEH_01989
pltC,pltC,an orphan pertussis-like toxin delivery subunit,2,2,1.0,1,6449,,,,426,426,426.0,,,,,LNHIMF_01756,,,GEGEGB_01690,
group_4663,,site-specific DNA-methyltransferase (adenine-specific),2,2,1.0,1,6448,,,,1470,1470,1470.0,ONMMKP_02244,,PKJKAM_02197,,,,,,
group_4647,,Type I restriction enzyme endonuclease subunit,2,2,1.0,1,6428,,,,3267,3267,3267.0,,IKCLMC_03311,,,,,HFCAGB_04744,,
group_4645,,Transmembrane protein,2,2,1.0,1,6424,,,,1425,1425,1425.0,,,,,LNHIMF_03213,,,GEGEGB_03242,
faeF,faeF,K88 minor fimbrial subunit FaeF,2,2,1.0,1,6421,,,,492,495,493.5,,,,ODDLKH_00183,LNHIMF_04401,,,,
group_4642,,hypothetical protein,2,2,1.0,1,6419,,,,285,285,285.0,,,,,LNHIMF_00356,,,,BEJGEH_04558
group_4639,,Secreted protein,2,2,1.0,1,6415,,,,429,429,429.0,,,,,,,,GEGEGB_00775,BEJGEH_02159
group_4638,,hypothetical protein,2,2,1.0,1,6414,,,,603,621,612.0,,,,,,,,GEGEGB_00772,BEJGEH_02162
group_4636,,hypothetical protein;Transposase //family protein,2,3,1.5,1,6412,,,,129,1311,873.0,,,,,,,HFCAGB_02166,,BEJGEH_01966;BEJGEH_01965
group_4631,,BPSL0067 family protein,2,2,1.0,1,6405,,,,387,387,387.0,,IKCLMC_02048,,,,,HFCAGB_00290,,
group_4625,,Secreted protein,2,2,1.0,1,6397,,,,435,444,439.5,ONMMKP_04695,IKCLMC_01881,,,,,,,
group_4622,,hypothetical protein;Phage integrase,2,2,1.0,1,6394,,,,507,711,609.0,,IKCLMC_02563,,,,AJBGEP_04034,,,
group_4620,copG,Ribbon-helix-helix protein CopG domain-containing protein,2,2,1.0,1,6392,,,,249,249,249.0,,,,,,,HFCAGB_04697,,BEJGEH_04567
group_4601,,hypothetical protein,2,2,1.0,1,6366,,,,468,480,474.0,,,,ODDLKH_00178,LNHIMF_04395,,,,
group_4592,,DUF2213 domain-containing protein,2,2,1.0,1,6354,,,,1263,1266,1264.5,ONMMKP_00752,,,,LNHIMF_00605,,,,
group_4576,,Outer membrane protein,2,2,1.0,1,6334,,,,498,501,499.5,ONMMKP_01866,,,,,,,,BEJGEH_00306
group_4572,,Bacteriophage protein,2,2,1.0,1,6330,,,,552,561,556.5,,IKCLMC_00939,,,,AJBGEP_01271,,,
group_4560,,Prophage protein,2,2,1.0,1,6315,,,,309,309,309.0,,IKCLMC_02353,PKJKAM_03188,,,,,,
group_4557,,Gp53,2,2,1.0,1,6311,,,,984,1146,1065.0,,IKCLMC_02357,PKJKAM_03184,,,,,,
group_4555,,Eae protein,2,2,1.0,1,6308,,,,582,600,591.0,ONMMKP_00791,,,,,,HFCAGB_00590,,
group_4554,,Anti-RecBCD protein 2,2,2,1.0,1,6307,,,,294,294,294.0,ONMMKP_00789,,,,,,HFCAGB_00592,,
group_4553,,Gp11,2,2,1.0,1,6306,,,,402,402,402.0,ONMMKP_00748,,,,LNHIMF_00609,,,,
group_4550,,Phytase-like domain-containing protein;Lipoprotein,2,2,1.0,1,6303,,,,642,846,744.0,,,,,,,HFCAGB_04712,GEGEGB_04783,
group_4549,luxR,Bacterial regulatory proteins luxR family,2,2,1.0,1,6300,,,,351,351,351.0,,,,,,,HFCAGB_04708,GEGEGB_04779,
sefR~~~araC,sefR;araC,Putative activator protein SefR;AraC family transcriptional regulator,2,2,1.0,1,6299,,,,645,816,730.5,,,,,,,HFCAGB_04706,GEGEGB_04777,
group_4548,,Cytoplasmic protein;Phage protein,2,2,1.0,1,6296,,,,291,291,291.0,,,,,,,HFCAGB_02256,,BEJGEH_01991
group_4547,,3'-5' exoribonuclease;3'-5' exoribonuclease Rv2179c-like domain-containing protein,2,2,1.0,1,6295,,,,570,570,570.0,,,,,,AJBGEP_02154,HFCAGB_02225,,
group_4540,,hypothetical protein,2,2,1.0,1,6287,,,,180,249,214.5,,,,,,AJBGEP_04807,HFCAGB_04878,,
group_4534,,PAAR domain-containing protein,2,2,1.0,1,6278,,,,318,318,318.0,,,,,,,,GEGEGB_03187,BEJGEH_03127
group_4529,,Glycoside hydrolase family 19 protein,2,2,1.0,1,6272,,,,615,615,615.0,,,,,LNHIMF_04287,,,GEGEGB_02001,
group_4517,,Glycoside hydrolase family 19 protein,2,2,1.0,1,6260,,,,615,615,615.0,,,,,LNHIMF_00667,AJBGEP_02130,,,
group_4516,,site-specific DNA-methyltransferase (adenine-specific),2,2,1.0,1,6259,,,,1620,1620,1620.0,,IKCLMC_03309,,,,,HFCAGB_04747,,
